anime_id,name,genre,type,episodes
9220,Seikimatsu Occult Gakuin Specials,"Comedy, School, Supernatural",Special,4
18549,Sengoku Basara Movie: 4-Koma Gekijou - Another Last Party,"Comedy, Historical",Special,5
15095,Shin Koihime†Musou OVA Omake,"Adventure, Comedy, Fantasy",Special,1
15015,Shin Koihime†Musou: Otome Tairan OVA Omake,"Adventure, Comedy, Fantasy",Special,1
1960,Sore Ike! Anpanman,"Comedy, Fantasy, Kids",TV,Unknown
34009,To Be Hero,Comedy,TV,12
33208,Utawarerumono: Itsuwari no Kamen Specials,"Comedy, Fantasy",Special,2
20987,Yozakura Quartet: Yoza-Quar!,Comedy,Special,6
5849,Zettai Karen Children Recap,"Action, Comedy, Shounen, Supernatural",Special,1
20655,Amnesia OVA,"Fantasy, Shoujo",OVA,1
810,Android Ana Maico 2010,"Comedy, Drama, Sci-Fi, Seinen",TV,24
9881,Chou Supercar Gattiger,"Action, Cars, Sci-Fi",TV,25
14317,Computer Kakumei: Saikyou x Saisoku no Zunou Tanjou,Sci-Fi,Special,1
7578,Gokinjo Monogatari the Movie,"Comedy, Drama, Romance",Movie,1
9291,Hello Kitty no Cinderella,"Fantasy, Kids",Movie,1
23787,Hi☆sCoool! SeHa Girls,"Comedy, Game",TV,13
16101,"Jinrui wa Suitai Shimashita: Ningen-san no, Yousei-san Memo","Fantasy, Seinen",ONA,1
3280,Kinnikuman: Kessen! Shichinin no Seigi Choujin vs. Uchuu Nobushi,"Action, Comedy, Shounen, Sports",Special,1
8140,Konchuu Monogatari Minashigo Hutch (1989),"Adventure, Comedy, Drama",TV,55
8304,Koutetsu Sangokushi Special,"Historical, Shounen",Special,1
32481,Love Live! Kouhaku Special Anime,Music,Special,1
5165,Macross 25th Anniversary: All That VF Macross F Version,"Action, Mecha, Sci-Fi",ONA,1
8518,Mai-Otome Special: Otome no Inori,"School, Slice of Life",Special,1
4209,Mission-E,"Action, Comedy, School, Sci-Fi",TV,12
10808,Mobile Suit Gundam AGE,"Action, Mecha, Sci-Fi, Space",TV,49
6270,Neko Machi,"Fantasy, Horror",OVA,1
23427,Oneechan ga Kita Special,"Comedy, Slice of Life",Special,1
1807,Prism Ark,"Action, Comedy, Drama, Fantasy, Magic",TV,12
10810,Pucca (2008),"Action, Comedy, Parody, Romance",TV,13
9078,Rokudenashi Blues 1993,"Action, Comedy, Drama, School, Shounen, Sports",Movie,1
1724,Saint October,"Adventure, Fantasy",TV,26
17551,Shakugan no Shana: Shana &amp; Yuuji no Naze Nani Shana! Nandemo Shitsumon-bako!,"Comedy, Fantasy, Supernatural",Special,1
13251,Shin Hikari Shinwa: Palutena no Kagami,"Adventure, Comedy, Fantasy",ONA,3
22785,Sono Hanabira ni Kuchizuke wo: Risa x Miya Gekijou,"Comedy, Romance, School, Shoujo Ai, Slice of Life",ONA,10
12439,Soukou Kihei Votoms: Vol.1 Stories of the &#039;A.T. Votoms&#039;,"Action, Drama, Mecha, Military, Sci-Fi",OVA,1
17821,Stella Jogakuin Koutou-ka C³-bu,"Military, School, Sports",TV,13
950,Street Fighter Alpha: Generations,"Adventure, Shounen",Movie,1
7522,Taichi Senjimon,"Action, Adventure, Fantasy, Magic",TV,39
8109,Tottoko Hamtarou Movie 4: Hamtaro to Fushigi no Oni no Emon Tou,"Adventure, Comedy, Kids",Movie,1
8965,Tottoko Hamtarou OVA 3: Hamuchanzu to Niji no Kuni no Oujisama - Sekai de Ichiban no Takaramono,"Adventure, Comedy, Kids",OVA,1
3570,Yadosagashi,"Adventure, Fantasy, Kids, Slice of Life",Special,1
28155,Yoru no Yatterman,"Action, Adventure, Comedy, Drama",TV,12
23579,12-sai.,"Romance, School, Shoujo",OVA,8
29863,Anata wo Zutto Aishiteru,"Adventure, Kids",Movie,1
1789,Argento Soma Special,"Action, Mecha, Sci-Fi",Special,1
9795,Atashin&#039;chi Movie,Comedy,Movie,1
25457,Avengers Confidential: Black Widow to Punisher,"Action, Sci-Fi, Seinen",Movie,1
9857,Bakusou Kyoudai Let&#039;s &amp; Go Special,"Adventure, Cars, Shounen, Sports",Special,1
105,Boys Be...,"Comedy, Romance, Shounen, Slice of Life",TV,13
4383,Catman Series III,"Comedy, Fantasy, Slice of Life",TV,6
2836,Chiisana Viking Vickie,"Adventure, Comedy, Historical, Kids",TV,78
2771,Chou Kuse ni Narisou,"Comedy, Romance, School, Shoujo, Slice of Life",TV,39
14989,Chousoku Henkei Gyrozetter,"Action, Cars, Mecha, Shounen",TV,51
7336,Cyborg 009: Chou Ginga Densetsu,"Action, Sci-Fi, Space",Movie,1
2637,Doraemon: It&#039;s Autumn!,"Adventure, Comedy, Fantasy, Kids, Shounen",Special,1
13139,Gakkatsu!,"Comedy, School",TV,25
3154,Gatchaman,"Action, Adventure, Martial Arts, Sci-Fi, Shounen, Super Power",OVA,3
16199,Girls und Panzer: Shoukai Shimasu!,"Military, School",Special,2
3776,Go! Go! Itsutsugo Land,School,TV,50
30721,Hacka Doll The Animation,"Comedy, Sci-Fi",TV,13
20469,Himeyuri,"Drama, Historical",Movie,1
23121,Jinsei,"Comedy, School, Slice of Life",TV,13
1456,L/R: Licensed by Royal,"Action, Adventure, Mystery, Police",TV,12
31598,Luger Code 1951,"Action, Fantasy",Special,1
11221,Machikado no Märchen,Romance,OVA,1
5164,Macross 25th Anniversary: All That VF Macross Zero Version,"Action, Mecha, Sci-Fi",ONA,1
13231,Metal Fight Beyblade Zero G,"Adventure, Sports",TV,38
17637,Miyakawa-ke no Kuufuku,Slice of Life,ONA,10
31121,Monster Musume no Iru Nichijou: Hobo Mainichi ◯◯! Namappoi Douga,"Comedy, Slice of Life",ONA,60
2047,Ningyo,Fantasy,Movie,1
920,Nurse Witch Komugi-chan Magikarte Special,"Comedy, Magic, Parody",Special,1
7117,Pika Don,"Drama, Historical",Movie,1
21571,"Pokemon: Pikachu, Kore Nan no Kagi?","Adventure, Comedy, Fantasy, Kids",Movie,1
1854,Rockman Hoshi ni Negai wo,"Action, Adventure, Sci-Fi",OVA,3
12929,Saint Seiya Omega,"Action, Adventure, Fantasy, Shounen",TV,97
562,Sakura Taisen: Le Nouveau Paris,"Adventure, Mecha, Sci-Fi, Shounen",OVA,3
4524,Shenmue: The Movie,"Action, Adventure, Game, Martial Arts",Movie,1
171,Strange Dawn,"Adventure, Drama, Fantasy",TV,13
14647,Tantei Opera Milky Holmes: Alternative,"Comedy, Mystery, Super Power",Special,2
2718,Umi no Triton,"Adventure, Fantasy, Shounen",TV,27
21103,Utopia,Music,Music,1
1746,Zoids Fuzors,"Adventure, Mecha, Sci-Fi, Shounen",TV,26
32301,Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari 2nd,"Comedy, Mecha, Police, Sci-Fi",TV,12
6093,Anmitsu Hime,"Comedy, Historical, Shoujo",TV,51
1666,Babel Nisei (1973),"Adventure, Sci-Fi, Shounen, Supernatural",TV,39
30573,Break Blade: Virgins War,Action,Special,1
15605,Brothers Conflict,"Harem, Romance, Shoujo",TV,12
7395,Card Wang: Mix Master,"Adventure, Fantasy, Game, Shounen",TV,39
33240,Chi&#039;s Sweet Home (2016),Slice of Life,TV,Unknown
8375,Chogattai Majutsu Robot Ginguiser,"Adventure, Mecha, Sci-Fi, Shounen",TV,26
7048,Crush Gear Nitro,"Cars, Shounen, Sports",TV,50
9690,Densetsu no Yuusha no Densetsu: Iris Report,"Action, Adventure, Fantasy, Magic, Shounen",Special,1
6518,Eiga de Toujou! Tamagotchi Dokidoki! Uchuu no Maigotchi!?,Kids,Movie,1
1396,Future GPX Cyber Formula: Early Days Renewal,"Drama, Sci-Fi, Shounen, Sports",OVA,2
8215,Genji Tsuushin Agedama,"Action, Comedy, Parody, Sci-Fi",TV,51
2073,Hengen Taima Yakou Karura Mau! Sendai Kokeshi Enka,"Horror, Shoujo",OVA,6
10491,Higurashi no Naku Koro ni Kira,"Mystery, Parody",OVA,4
1988,Himawari!!,"Comedy, Romance",TV,13
3873,Honey Honey no Suteki na Bouken,"Adventure, Historical, Shoujo",TV,29
3099,Juusenshi Gulkeeva,"Action, Fantasy, Mecha, Super Power",TV,26
6374,Kagaku Ninja-tai Gatchaman II,"Action, Adventure, Sci-Fi, Shounen",TV,52
10202,Kamen Rider Den-O: Imagin Anime 3,"Action, Adventure, Comedy, Kids, Super Power",OVA,12
19685,Kanojo ga Flag wo Oraretara,"Comedy, Harem, Romance, School",TV,13
3609,Kikou Kantai Dairugger XV,"Action, Adventure, Mecha, Sci-Fi, Shounen",TV,52
6310,Kinnikuman II Sei: Second Generations,Comedy,Movie,1
7295,Koi Tsubomi,"Fantasy, Music",Music,1
3876,Maeterlinck no Aoi Tori: Tyltyl Mytyl no Bouken Ryokou,"Adventure, Fantasy",TV,26
2045,Mahou no Tenshi Creamy Mami: Eien no Once More,"Comedy, Fantasy, Magic, Romance, Shoujo",OVA,1
1879,Midnight Eye: Gokuu,"Action, Mystery, Sci-Fi, Seinen",OVA,1
9395,Miyanishi Tatsuya Gekijou: Omae Umasou da na,"Adventure, Kids",TV,20
34475,Monster Strike: Rain of Memories,"Action, Fantasy, Game",ONA,1
4316,Nanami-chan 3rd Series,"Comedy, Kids",TV,16
8496,Neko Neko Fantasia,Comedy,OVA,1
5938,Onegai♪My Melody Kirara★,"Comedy, Fantasy, Magic",TV,52
683,Otogi Story Tenshi no Shippo Specials,"Comedy, Fantasy, Magic, Romance",OVA,2
6555,Pokemon: Pikachu no Kirakira Daisousaku!,"Adventure, Comedy, Fantasy, Kids",Special,1
11853,Pokemon: Pikachu no Summer Bridge Story,"Adventure, Comedy, Fantasy, Kids",Special,1
28511,Precure All Stars Movie: Haru no Carnival♪,"Action, Comedy, Fantasy, Magic, Music, Shoujo",Movie,1
3757,Sekai Meisaku Douwa: Aladdin to Mahou no Lamp,"Adventure, Fantasy",Movie,1
836,Sister Princess,"Comedy, Drama, Harem, Romance, Slice of Life",TV,26
9421,SMAnime,"Action, Seinen",OVA,3
2726,Sukeban Deka,"Action, Drama, Police, School, Shoujo",OVA,2
31608,Teekyuu 4 Specials,"Comedy, School, Shounen, Sports",Special,2
8603,Tegami: Haikei Juugo no Kimi e,"Music, School, Slice of Life",Music,1
30218,The iDOLM@STER Cinderella Girls: Special Program,"Comedy, Music",Special,1
5819,Tori no Uta,Fantasy,OVA,1
19081,Weekender Girl,Music,Music,1
9376,Yamato Takeru: After War,"Action, Adventure, Fantasy, Magic, Mecha, Sci-Fi, Shounen, Space",OVA,2
5454,Yokuwakaru Gendaimahou,"Comedy, Magic",TV,12
10015,Yu☆Gi☆Oh! Zexal,"Action, Fantasy, Game, Shounen",TV,73
819,Boku wa Imouto ni Koi wo Suru,"Romance, Shoujo",OVA,1
7176,Cheburashka Arere?,"Comedy, Kids, Slice of Life",TV,26
2881,Chinmoku no Kantai,"Drama, Military",OVA,3
8815,Domo TV,Comedy,TV,26
30907,Eine Kleine,"Drama, Music, Romance, Slice of Life",Music,1
22053,Gakkou no Kaidan (OVA),"Comedy, Horror, Mystery, Supernatural",OVA,10
1600,Galaxy Angel Rune,"Comedy, Sci-Fi",TV,13
1159,Geobreeders 2: Mouryou Yuugekitai File-XX Ransen Toppa,"Adventure, Comedy, Sci-Fi, Shounen",OVA,4
4242,Ginga Reppuu Baxingar,"Action, Adventure, Mecha",TV,39
4597,Kouya no Shounen Isamu,"Action, Adventure, Shounen",TV,52
8332,Kudan,Fantasy,Movie,1
25283,Kuusen Madoushi Kouhosei no Kyoukan,"Action, Drama, Fantasy, Magic, School",TV,12
1039,Mizuiro (2003),"Drama, Romance, Supernatural",OVA,2
4933,Muu no Hakugei,"Action, Fantasy, Sci-Fi",TV,26
20539,Nameko-ke no Ichizoku,"Comedy, Slice of Life",OVA,13
1163,Neo Ranga,"Adventure, Horror, Mecha",TV,48
3194,Ningyohime Marina no Bouken,"Drama, Fantasy, Kids, Romance",TV,26
5844,Pokemon: Pikachu no Obake Carnival,"Adventure, Comedy, Fantasy, Kids",Special,1
7550,Pokemon: Pikachu Tanken Club,"Adventure, Comedy, Fantasy, Kids",Special,1
1527,Pokemon: Senritsu no Mirage Pokemon,"Adventure, Comedy, Fantasy, Kids",Special,1
163,Power Stone,"Adventure, Comedy, Fantasy, Historical, Shounen",TV,26
417,Ragnarök the Animation,"Action, Fantasy, Magic",TV,26
7496,Saiyuuki: Son Gokuu Monogatari,Adventure,Movie,1
28861,Takamiya Nasuno Desu!: Teekyuu Spin-off,"Comedy, Shounen",TV,12
6705,Tayutayu: Pure My Heart,Comedy,Special,6
685,To Heart: Remember My Memories,"Drama, Harem, Romance, School, Sci-Fi, Slice of Life",TV,13
1981,Twilight Q,"Mystery, Psychological, Sci-Fi",OVA,2
7377,Winter Sonata Episode 0,"Drama, Romance",Special,1
943,Yume Tsukai,"Drama, Fantasy, Magic, Slice of Life",TV,12
599,Yuugen Kaisha,"Action, Adventure, Comedy, Magic, Super Power, Supernatural",OVA,4
2702,Bakukyuu Renpatsu! Super Bedaman,"Adventure, Game",TV,18
6119,Cookin&#039; Idol Ai! Mai! Main!,"Comedy, Kids",TV,305
9479,Coppelion,"Action, Sci-Fi, Seinen",TV,13
16702,Doraemon: Nobita to Mirai Note,"Adventure, Fantasy, Kids, Sci-Fi, Shounen",OVA,1
7157,Dr. Slump Movie 07: Arale-chan N-cha! Penguin Mura yori Ai wo Komete,"Comedy, Sci-Fi, Shounen",Movie,1
5496,Feng Yun Jue,"Action, Adventure, Martial Arts",Movie,1
2809,Fuusen Shoujo Temple-chan,"Adventure, Comedy, Kids",TV,26
12497,Garakuta-doori no Stain: Epilogue,Comedy,OVA,1
34213,Getsuyoubi no Tawawa,Slice of Life,ONA,12
18771,Gifuu Doudou!!: Kanetsugu to Keiji,"Action, Historical, Martial Arts, Samurai, Seinen",TV,25
1570,Happiness!,"Comedy, Harem, Magic, Romance, School",TV,12
9333,Koi☆Sento,"Comedy, Romance",OVA,1
12429,Last Exile: Ginyoku no Fam Recaps,"Action, Adventure, Sci-Fi",Special,2
1495,Maetel Legend,"Drama, Sci-Fi, Space",OVA,2
7601,Mashin Eiyuuden Wataru: Owarinaki Toki no Monogatari,Fantasy,OVA,3
6492,Minky Momo in Tabidachi no Eki,"Drama, Fantasy, Magic, Shoujo",OVA,1
3810,Mori no Youki na Kobito-tachi: Belfy to Lillibit,"Adventure, Comedy, Fantasy",TV,26
2503,Nangoku Shounen Papuwa-kun,"Adventure, Comedy, Shounen",TV,42
23605,Ninja Slayer From Animation,Action,ONA,26
3758,Panda no Daibouken,Adventure,Movie,1
2234,Panda-Z: The Robonimation,"Action, Comedy, Kids, Mecha, Parody, Sci-Fi, Shounen",TV,30
21695,Pokemon XY SP: Road to Kalos,"Action, Adventure, Comedy, Fantasy, Kids",Special,1
29419,Pokemon XY: New Year&#039;s Eve 2014 Super Mega Special,"Action, Adventure, Comedy, Fantasy, Kids",Special,1
14675,Rinne no Lagrange: Kamogawa Memoria,"Action, Comedy, Mecha, Sci-Fi",Special,1
8287,SD Gundam Sangokuden Brave Battle Warriors,"Action, Historical, Mecha",TV,51
23325,Shirogane no Ishi: Argevollen,"Action, Mecha",TV,24
27891,Sword Art Online II: Debriefing,"Action, Adventure, Fantasy, Game",Special,1
4154,Time Bokan Series: Yattodetaman,"Action, Adventure, Comedy, Fantasy, Mecha",TV,52
3075,Tondera House no Daibouken,"Adventure, Historical, Sci-Fi",TV,52
10595,VitaminX Addiction,"Romance, School",OVA,3
4991,Wakakusa Monogatari,"Historical, Slice of Life",Special,1
22249,Yodaka no Hoshi,"Adventure, Kids",Movie,1
6452,Akuu Daisakusen Srungle,"Action, Mecha, Sci-Fi",TV,53
3401,Aru Tabibito no Nikki Specials,"Adventure, Fantasy",Special,3
6629,Asari-chan,"Comedy, Shoujo, Slice of Life",TV,54
5070,Beast Wars Second Chou Seimeitai Transformers,"Action, Mecha, Sci-Fi",TV,43
348,Binzume Yousei,"Comedy, Fantasy, Magic, Slice of Life",TV,13
2142,Blue Dragon,"Adventure, Comedy, Fantasy, Supernatural",TV,51
5238,Chocolate Underground: Bokura no Chocolate Sensou,Adventure,Movie,1
2312,Daishizen no Majuu: Bagi,"Action, Romance, Sci-Fi",Movie,1
2252,Devilman,"Action, Demons, Horror, Supernatural",TV,39
21041,Follow Me,"Drama, Music, Romance, Slice of Life",Music,1
1537,Genshi Shounen Ryuu,"Action, Adventure, Romance, Sci-Fi, Shounen",TV,22
1574,Get Ride! AMDriver,"Adventure, Mecha, Sci-Fi, Shounen",TV,51
27907,Gundam Build Fighters Specials,"Comedy, Mecha",Special,3
13185,Juusen Battle Monsuno,"Action, Adventure",TV,52
3683,Kabatotto,Comedy,TV,300
31566,Ketsuekigata-kun! 3,Comedy,TV,12
32274,Ketsuekigata-kun! 4,Comedy,TV,12
31534,Larva,Comedy,TV,26
9035,Lupin the Third,"Adventure, Music",Music,1
13757,Mashiro-iro Symphony: The Color of Lovers Picture Drama,"Drama, Harem, Romance",Special,2
888,Megami Kouhosei,"Action, Mecha, Military, Sci-Fi, Space",TV,12
23399,Minami no Shima no Dera-chan,"Comedy, Slice of Life",Movie,1
2740,Monkey Turn,"Drama, Sports",TV,25
761,Naruto: Akaki Yotsuba no Clover wo Sagase,"Adventure, Comedy, Shounen",Special,1
3535,Neko Ramen,Comedy,ONA,13
4890,Peut-etre Toi,Music,Music,1
31911,Pokemon Fushigi no Dungeon: Magnagate to Mugendai Meikyu,"Adventure, Fantasy, Kids",ONA,2
19799,Robot Girls Z,"Comedy, Mecha, Parody",Special,3
2237,Rozen Maiden: Meitantei Kunkun - Duell Walzer,"Comedy, Mystery",Special,1
608,Sakura Taisen: Katsudou Shashin,"Adventure, Mecha, Sci-Fi, Shounen",Movie,1
1872,Saru Getchu: On Air,"Adventure, Comedy, Fantasy, Kids, Romance, Shounen",TV,26
677,Sentimental Journey,"Drama, Romance, Shoujo",TV,12
12441,Soukou Kihei Votoms: Vol.2 Highlights of the &#039;A.T. Votoms&#039;,"Action, Drama, Mecha, Military, Sci-Fi",OVA,1
3864,Souten no Ken Specials,"Action, Historical, Martial Arts, Shounen",Special,4
817,Tactical Roar,"Comedy, Military, Romance, Sci-Fi",TV,13
8966,Tottoko Hamtarou OVA 4: Hamuchanzu no Mezase! Hamuhamu Kin Medal - Hashire! Hashire! Daisakusen,"Adventure, Comedy, Kids",OVA,1
1900,Twin Signal: Family Game,"Action, Comedy, Mecha, Sci-Fi",OVA,3
1458,Uchuu no Kishi Tekkaman,"Action, Adventure, Mecha, Sci-Fi, Shounen, Space",TV,26
27387,Under the Dog,"Action, Sci-Fi, Thriller",OVA,1
1607,Venus Versus Virus,"Drama, Romance, Supernatural",TV,12
2535,Angelique: Seichi yori Ai wo Komete,"Adventure, Comedy, Drama, Fantasy, Romance, Sci-Fi, Shoujo",OVA,3
5935,Animation Kikou: Marco Polo no Bouken,"Adventure, Historical",TV,43
32502,BlazBlue: Alter Memory Specials,Comedy,Special,6
30143,Bobobo-bo Bo-bobo Recap,"Action, Comedy, Parody, Sci-Fi, Shounen",Special,1
2915,Chikyuu ga Ugoita Hi,Drama,Movie,1
12685,Code Geass: Nunnally in Wonderland,"Comedy, Fantasy, Parody",OVA,1
707,Comic Party Specials,"Comedy, Drama",Special,4
1677,Cosmo Warrior Zero Gaiden,"Adventure, Drama, Military, Sci-Fi, Space",Special,2
7158,Dr. Slump Movie 09: Arale-chan N-cha!! Wakuwaku Hot no Natsuyasumi,"Comedy, Sci-Fi, Shounen",Movie,1
336,Ginyuu Mokushiroku Meine Liebe,"Fantasy, Shoujo",TV,13
2071,Hana yori Dango (Movie),"Drama, Romance, Shoujo",Movie,1
13935,Houkago Midnighters,"Fantasy, Kids",Movie,1
3969,Kagaku Kyuujo-tai TechnoVoyager,"Action, Adventure, Mecha, Sci-Fi, Space",TV,18
3153,Kagaku Ninja-tai Gatchaman (Movie),"Action, Adventure, Sci-Fi, Shounen",Movie,1
30524,Kagewani,"Horror, Mystery, Supernatural, Thriller",TV,13
32682,Kagewani: Shou,"Horror, Mystery, Supernatural, Thriller",TV,13
3274,Kinnikuman: Ooabare! Seigi Choujin,"Action, Comedy, Shounen, Sports",Movie,1
13159,Kuromajo-san ga Tooru!!,"Comedy, Magic, School, Slice of Life",TV,60
2040,Mahou no Angel Sweet Mint,"Magic, Shoujo",TV,47
13239,Mass Effect: Paragon Lost,"Action, Adventure, Sci-Fi",Movie,1
7981,Obake no Q-tarou (1985),"Comedy, Kids, School, Slice of Life, Supernatural",TV,510
20931,Oneechan ga Kita,"Comedy, Slice of Life",TV,12
7605,Parasol Henbei,"Adventure, Comedy, Fantasy, Kids, Magic",TV,200
12611,Sengoku Collection,"Fantasy, Parody, Samurai",TV,26
9799,Shin-Men,"Action, Comedy, Kids",TV,13
10849,Shinryaku! Ika Musume: Ika Ice Tabena-ika?,Music,Music,1
15453,Shinryaku! Ika Musume: Kore ga Umi e no Ai Jana-ika!,Music,Music,1
1816,Sonic X,"Adventure, Comedy, Kids, Mecha, Sci-Fi, Shounen",TV,78
4801,Suhoyojeong Michel,"Adventure, Fantasy, Kids",TV,26
2428,Tanpen Unico: Kuroi Kumo to Shiroi Hane,"Adventure, Fantasy, Kids",Movie,1
18063,Tiger Mask Fuku Men League Sen,"Shounen, Sports",Movie,1
8949,Tottoko Hamtarou OVA 2: Hamuchanzu no Takara Sagashi Daisaku - Hamuha! Suteki na Umi no Natsuyasumi,Kids,OVA,1
22537,Yami Shibai 2nd Season,"Dementia, Horror, Supernatural",TV,13
3778,Yuukan Club,"Comedy, Mystery, School, Shoujo",OVA,2
2534,Angelique,"Drama, Fantasy, Romance, Sci-Fi, Shoujo",OVA,3
1598,Casshern: Robot Hunter,"Adventure, Mecha, Sci-Fi",OVA,4
3114,Chiisana Kyojin Microman,"Action, Adventure, Comedy, Kids, Mecha, Sci-Fi, Shounen, Super Power",TV,52
10319,Chou Dendou Robo Tetsujin 28-gou FX,"Action, Adventure, Mecha, Sci-Fi",TV,47
2064,Gall Force: Chikyuu Shou,"Action, Mecha, Military, Sci-Fi",OVA,3
17651,Genei wo Kakeru Taiyou,Magic,TV,13
2687,Gokuu no Daibouken,"Comedy, Fantasy",TV,39
5131,Groizer X,"Mecha, Sci-Fi",TV,36
7083,Hakushaku to Yousei Specials,"Adventure, Fantasy, Historical, Magic",Special,6
4511,Hoero! Bun Bun,"Adventure, Slice of Life",TV,39
4800,Huckleberry Finn Monogatari,Adventure,TV,26
1083,Human Crossing,"Drama, Slice of Life, Sports",TV,13
3546,Kochira Katsushikaku Kameari Kouenmae Hashutsujo,"Comedy, Police",Special,1
10207,Lily to Kaeru to (Otouto),"Adventure, Comedy, Supernatural",Special,1
576,Magikano,"Comedy, Fantasy, Harem, Magic, Romance, Shounen",TV,13
2277,Mahou Yuugi 2D,"Adventure, Comedy, Fantasy, Magic",ONA,24
3875,Mahoutsukai Sally 2,"Comedy, Magic, Shoujo",TV,88
4388,Mazinger Z tai Dr. Hell,"Action, Drama, Mecha, Sci-Fi, Shounen",Movie,1
3147,Me gumi no Daigo: Kajiba no Baka Yarou,Drama,Movie,1
20033,Miss Monochrome: The Animation,"Comedy, Music, Slice of Life",TV,13
16331,Next A-Class,"Action, Cars, Sci-Fi",ONA,1
33102,Nijiiro Days: Houkago Special,"Comedy, Romance, School, Shoujo, Slice of Life",Special,1
2063,Rhea Gall Force,"Action, Mecha, Military, Sci-Fi",OVA,1
3444,The Ultraman,"Action, Sci-Fi, Shounen, Space, Super Power",TV,50
18061,Tiger Mask (Movie),"Shounen, Sports",Movie,1
5272,Tondemo Nezumi Daikatsuyaku,Adventure,Movie,1
30196,Tsubasa to Hotaru (2015),"Romance, School, Shoujo",Special,4
5917,Tsuru ni Notte: Tomoko no Bouken,Drama,Movie,1
3691,Watashi to Watashi: Futari no Lotte,"Kids, Shoujo, Slice of Life",TV,29
2806,Yadamon,"Adventure, Comedy, Fantasy",TV,170
4085,Yonimo Osoroshii Grimm Douwa,"Dementia, Horror, Psychological",OVA,3
7659,Aisubeki Mirai e,Music,Music,1
9737,Appleseed XIII,"Action, Mecha, Military, Police, Sci-Fi",OVA,13
1270,Black Magic M-66,"Action, Mecha, Military, Sci-Fi",OVA,1
5539,Blassreiter: Navi,"Action, Sci-Fi",Special,1
2564,Code-E,"Comedy, Romance, School, Sci-Fi, Slice of Life",TV,12
1221,Demashita! Powerpuff Girls Z,"Action, Comedy, Magic, School, Sci-Fi, Shoujo, Slice of Life, Super Power",TV,52
28205,Fastening Days,"Kids, Magic",ONA,2
2572,Fushigi no Kuni no Alice,"Adventure, Fantasy, Kids",TV,52
9390,Ginga Hyouryuu Vifam: Keito no Kioku - Namida no Dakkai Sakusen,"Action, Adventure, Mecha, Sci-Fi",OVA,1
1905,Harukanaru Toki no Naka de: Hachiyou Shou Specials,"Fantasy, Historical, Magic, Romance, Shoujo, Supernatural",Special,8
4756,Hello Harinezumi: Satsui no Ryoubun,"Drama, Mystery, Psychological, Seinen",OVA,1
359,I&#039;ll/CKBC,"Action, School, Shounen, Sports",OVA,2
22049,Just Awake,"Action, Music, Sci-Fi",Music,1
32412,Kigyou Senshi Arslan,"Comedy, Parody",ONA,6
7571,Kita e.: Diamond Dust Drops Special,"Drama, Slice of Life",Special,1
3323,Kite Liberator,"Action, Drama, Sci-Fi",OVA,1
7547,Komadori Eiga: Komaneko,"Kids, Slice of Life",Movie,1
23831,Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari - Magica Quartet x Nisioisin,Comedy,Movie,4
5265,Mega Man,"Action, Adventure, Comedy",TV,27
30291,Mini Hama: Minimum Hamatora,"Comedy, Mystery, School, Shounen, Super Power",TV,8
2302,Mobile Suit SD Gundam Mk I,"Mecha, Parody, Sci-Fi",Special,3
16690,My Life,"Drama, Slice of Life",ONA,1
215,Pia Carrot e Youkoso!! 2 DX,"Comedy, Romance",OVA,6
5845,Pokemon: Pikachu no Natsumatsuri,"Action, Comedy, Fantasy, Kids",Special,1
13153,Renkyori Enai,Music,Music,1
3399,Rokushin Gattai GodMars,"Action, Mecha, Sci-Fi, Space",TV,64
1999,Sakura Taisen: Sumire,"Adventure, Drama, Mecha, Sci-Fi, Shounen",OVA,1
3755,Sekai Meisaku Douwa: Oyayubi Hime,"Fantasy, Kids",Movie,1
12337,Soukou Kihei Votoms Recaps,"Action, Drama, Mecha, Military, Sci-Fi",OVA,4
14333,Tanken Driland,"Adventure, Fantasy",TV,37
31894,The iDOLM@STER Million Live! &quot;Dreaming!&quot; Animation PV,Music,Music,1
7279,TO,"Action, Sci-Fi",OVA,2
1624,To Heart 2 Special,"Drama, Romance, School",Special,1
9344,Torajima no Miime,Slice of Life,Special,2
7626,Umi no Triton (1979),"Adventure, Fantasy, Shounen",Movie,2
6743,Utawarerumono OVA Picture Drama,"Comedy, Fantasy",Special,3
4099,Wolf Daddy,Fantasy,Movie,1
17010,Yasashii March: The Tender March,Music,Music,1
1107,Youjuu Toshi,"Action, Adventure, Demons, Drama, Horror, Super Power",Movie,1
14693,Yurumates 3D Plus,"Comedy, Seinen, Slice of Life",TV,13
15219,.hack//Versus: The Thanatos Report,"Action, Game, Sci-Fi",Special,1
17325,Ajin Senshi,"Fantasy, Sci-Fi",Movie,1
5848,Cinnamon the Movie,Fantasy,Movie,1
1333,Fushigi na Koala Blinky,"Adventure, Comedy, Fantasy, Kids",TV,26
17147,Gakkatsu! 2nd Season,"Comedy, School",TV,25
31561,Gangsta. Recap,"Action, Drama, Seinen",Special,1
28913,Hidamari Sketch x 365 Recap,"Comedy, School, Slice of Life",Special,1
5956,High School! Kimengumi (Movie),"Action, Comedy, Parody, Romance, School, Shounen",Movie,1
17813,Kyoto Animation: Megane-hen,Thriller,Special,1
